i,t,l,k,k_lag,inv,inv_lag,y,x
4,9,1.3812000697857134,1.5841943569291783,1.5303262729884402,0.15738657091405972,0.4866623325094875,NA,0
4,10,1.3917936385450496,1.5663175423119537,1.5841943569291783,0.18180076325739986,0.15738657091405972,NA,0
5,1,0.2291498932544947,1.2021341615704995,NA,-0.06564347743638801,NA,1.4131831347614168,1
5,2,-0.7588197528041647,1.129854517764079,1.2021341615704995,-0.30498542064932593,-0.06564347743638801,0.13266040755725317,1
5,3,0.19063835155446282,0.9690579070360762,1.129854517764079,-0.018489885889956946,-0.30498542064932593,1.206090354880054,1
5,4,0.909971875045871,0.9103521464442313,0.9690579070360762,0.11320338738270691,-0.018489885889956946,1.7646974681318526,1
5,5,0.8385814937201693,0.9058932826644251,0.9103521464442313,0.1154717430847094,0.11320338738270691,2.1129551691569484,1
5,6,0.3232391394545672,0.9025591779116869,0.9058932826644251,0.0216356148683925,0.1154717430847094,1.301244734442273,1
5,7,0.3872282578752559,0.8604591815147503,0.9025591779116869,0.01548735435909979,0.0216356148683925,1.5315477741940566,1
5,8,-0.7929444816276051,0.8160376460912523,0.8604591815147503,-0.1665255685526446,0.01548735435909979,0.22107575857913098,1
5,9,0.03919448564263732,0.684065814280958,0.8160376460912523,-0.012381528140044177,-0.1665255685526446,0.690014045400231,1
5,10,0.5743780824252979,0.626174759597625,0.684065814280958,0.07763050373745711,-0.012381528140044177,NA,0
6,1,0.4581698588423525,0.946937741954258,NA,0.021055059018266462,NA,1.160277323658342,1
6,2,-0.07723870443806055,0.9042054122546946,0.946937741954258,-0.07224745527156813,0.021055059018266462,0.7737282161895835,1
6,3,0.14557035427802054,0.8216383035949621,0.9042054122546946,-0.019809163362843146,-0.07224745527156813,1.0034232823234075,1
6,4,-0.7286568718234613,0.7611339799621571,0.8216383035949621,-0.15462201985116325,-0.019809163362843146,0.07121083293716315,1
6,5,1.0310906060503533,0.6307637863780603,0.7611339799621571,0.14738280852184693,-0.15462201985116325,2.5320799784496737,1
6,6,1.1039093207272292,0.6588019621806362,0.6307637863780603,0.14938061820205012,0.14738280852184693,NA,0
6,7,0.7754202169574643,0.6857360849878271,0.6588019621806362,0.1073108260379242,0.14938061820205012,1.7518698665244934,1
6,8,0.126099366112161,0.6897824230626965,0.6857360849878271,0.009440405445028893,0.1073108260379242,1.2952842019109472,1
6,9,0.21247277584794388,0.6434621236652133,0.6897824230626965,0.0201444448828769,0.009440405445028893,0.8281463345403139,1
6,10,0.5403528084822348,0.6032496329806183,0.6434621236652133,0.07890153953903882,0.0201444448828769,1.6523806272940642,1
7,1,1.8010386785403298,1.7557609987194693,NA,0.35635746352443987,NA,NA,0
7,2,2.010466207758397,1.767264492918288,1.7557609987194693,0.423244972028777,0.35635746352443987,NA,0
7,3,1.6817078865626083,1.7893097612979287,1.767264492918288,0.31651437516386016,0.423244972028777,2.44400025386031,1
7,4,2.1815310966707626,1.7921873991615378,1.7893097612979287,0.543871510886861,0.31651437516386016,NA,0
7,5,2.1126302467565097,1.8319910868678737,1.7921873991615378,0.5284200505984609,0.543871510886861,NA,0
7,6,2.28273329247873,1.8660031987297565,1.8319910868678737,0.5737989675163568,0.5284200505984609,NA,0
7,7,1.7072206983826712,1.904059933210587,1.8660031987297565,0.2730916713686157,0.5737989675163568,NA,0
7,8,1.5517682542031015,1.8946966830579368,1.904059933210587,0.20695727870315891,0.2730916713686157,NA,0
7,9,1.765241482903516,1.8756350703850135,1.8946966830579368,0.31213030278241477,0.20695727870315891,NA,0
7,10,1.6780545410846426,1.8734690694387544,1.8756350703850135,0.2577982808274728,0.31213030278241477,NA,0
8,1,-1.6455877933361278,0.9526704807934512,NA,-0.4019459374222065,NA,-1.0034478079275946,1
8,2,-1.7066538368331468,0.7232140281266624,0.9526704807934512,-0.3062381472038859,-0.4019459374222065,-1.2249462532837971,1
8,3,-1.745099842392283,0.5018391763890253,0.7232140281266624,-0.21862033970050465,-0.3062381472038859,NA,0
8,4,-2.0475922211445727,0.30051057883810894,0.5018391763890253,-0.19184281993125185,-0.21862033970050465,-1.0704066801166268,1
8,5,-1.5794042875119767,0.08725781299786797,0.30051057883810894,-0.09999296701607611,-0.19184281993125185,-0.5772539726396045,1
8,6,-1.588821899556169,-0.06547111785759484,0.08725781299786797,-0.08680272612624339,-0.09999296701607611,-0.35582788512387653,1
8,7,-2.1508786651509264,-0.21941044415738378,-0.06547111785759484,-0.10157754547038066,-0.08680272612624339,-1.2357533380988104,1
8,8,-1.2734915636190962,-0.4136007353403047,-0.21941044415738378,-0.021579382547110584,-0.10157754547038066,-0.3352654371971495,1
8,9,-0.19780760634785904,-0.4998489389072405,-0.4136007353403047,0.03677788266607511,-0.021579382547110584,0.5227992880223241,1
8,10,-0.9023975619523669,-0.48927769361170614,-0.4998489389072405,-2.9432312562080335e-4,0.03677788266607511,0.20009475584717346,1
9,1,1.09675032864094,2.0092118569385207,NA,-0.06984539184175306,NA,NA,0
9,2,1.8987378255063028,1.9480108319226956,2.0092118569385207,0.4041267307821498,-0.06984539184175306,2.897390149377519,1
9,3,0.5040112236193459,1.9555932525399113,1.9480108319226956,-0.3890993139748369,0.4041267307821498,1.4531003085143133,1
9,4,1.3774698134987045,1.8446058550340443,1.9555932525399113,0.13311487345919282,-0.3890993139748369,NA,0
9,5,0.6417715903484017,1.8152221651298812,1.8446058550340443,-0.22231893738007888,0.13311487345919282,NA,0
9,6,1.2270705472019932,1.7250852810012949,1.8152221651298812,0.05626220481720957,-0.22231893738007888,NA,0
9,7,0.5169415149909963,1.6842878214681711,1.7250852810012949,-0.21255370311843366,0.05626220481720957,NA,0
9,8,2.3915553352398553,1.5905868653043775,1.6842878214681711,0.5812757532006904,-0.21255370311843366,NA,0
9,9,3.6973037541337694,1.6568122148583928,1.5905868653043775,1.0985127898419926,0.5812757532006904,NA,0
9,10,2.643474401332375,1.8048329996867483,1.6568122148583928,0.7228971967772159,1.0985127898419926,NA,0
10,1,1.7105733489224875,0.9686429504737895,NA,0.27901134653172505,NA,2.458642727493461,1
10,2,0.8648702375163658,1.0230478930830431,0.9686429504737895,0.10655760626856074,0.27901134653172505,1.2937811294320656,1
10,3,0.24860317672877885,1.0112861939839197,1.0230478930830431,-0.010877454554662689,0.10655760626856074,1.2325563155053856,1
10,4,0.5028321403101538,0.9558192725802762,1.0112861939839197,0.00868316323150264,-0.010877454554662689,0.9063531732244903,1
10,5,2.5620970499536724,0.9080341859443396,0.9558192725802762,0.44979392423134634,0.00868316323150264,3.5426843895976536,1
10,6,2.121329692595636,1.0314981362256932,0.9080341859443396,0.3882088286645248,0.44979392423134634,2.770673227697526,1
10,7,1.859900774246979,1.1161937970567508,1.0314981362256932,0.3424584944371078,0.3882088286645248,2.6885915591975458,1
10,8,1.6041888138527978,1.176501561554874,1.1161937970567508,0.2659161856240793,0.3424584944371078,2.3187739320492597,1
10,9,1.0960194831290955,1.2079970788762706,1.176501561554874,0.14167062957609636,0.2659161856240793,2.1820715680097384,1
10,10,1.0169976788210877,1.2002980130919876,1.2079970788762706,0.12989274943388862,0.14167062957609636,NA,0
11,1,1.2136382624115767,1.6524348271117426,NA,0.1519128580768566,NA,NA,0
11,2,0.6907408255718613,1.6313173149620017,1.6524348271117426,-0.03997842400673476,0.1519128580768566,NA,0
11,3,0.911278206990276,1.5717555689346523,1.6313173149620017,-0.013116531023182342,-0.03997842400673476,1.315570867540706,1
11,4,2.0758124306619377,1.5175907402251358,1.5717555689346523,0.44842933264139095,-0.013116531023182342,3.313886882617605,1
11,5,1.3744784418793887,1.564773330016208,1.5175907402251358,0.21824335866259714,0.44842933264139095,NA,0
11,6,1.1361462375948042,1.5604062229141609,1.564773330016208,0.11841293654333555,0.21824335866259714,NA,0
11,7,0.43947932764920733,1.5349578662466221,1.5604062229141609,-0.1508951647541357,0.11841293654333555,1.4653099538189471,1
11,8,0.4848012318371109,1.4488414429955538,1.5349578662466221,-0.12028723277767098,-0.1508951647541357,1.213621059192201,1
11,9,1.0402970125024202,1.3673618074017602,1.4488414429955538,0.09119010810018802,-0.12028723277767098,NA,0
11,10,0.3740057008273931,1.3402303086263636,1.3673618074017602,-0.10329492241370712,0.09119010810018802,1.1299545745373836,1
12,1,1.8035953698194658,2.1433226963505536,NA,0.2570532115168694,NA,NA,0
12,2,1.6891880795490422,2.1232661333156644,2.1433226963505536,0.20687797991221227,0.2570532115168694,NA,0
12,3,2.385288341194049,2.0976928350945436,2.1232661333156644,0.7017956407490423,0.20687797991221227,NA,0
12,4,1.5218882177448356,2.1331930712065734,2.0976928350945436,0.09261660819029473,0.7017956407490423,NA,0
12,5,0.7440625412061699,2.093382251953057,2.1331930712065734,-0.39400974110540077,0.09261660819029473,NA,0
12,6,1.5137545224330995,1.9896100472112332,2.093382251953057,0.10889993395678406,-0.39400974110540077,2.4029962833001233,1
12,7,0.9370821968850204,1.9538708724368197,1.9896100472112332,-0.21860299527085764,0.10889993395678406,1.6905391654261646,1
12,8,0.03891148063864952,1.8694219758682276,1.9538708724368197,-0.5192374899002399,-0.21860299527085764,1.2004175066962601,1
12,9,0.31452393099104314,1.7300759348037589,1.8694219758682276,-0.33241569847129376,-0.5192374899002399,1.2966525977746792,1
12,10,0.3093165508338265,1.6147462852265906,1.7300759348037589,-0.26502336616233396,-0.33241569847129376,1.2598249067343859,1
13,1,1.1860726339843246,0.30556964944383036,NA,0.1505062953213003,NA,NA,0
13,2,0.8720283259486808,0.36466701466932644,0.30556964944383036,0.113756335202178,0.1505062953213003,1.7391786861352838,1
13,3,0.9833628584979093,0.3932501633481811,0.36466701466932644,0.12788133145663383,0.113756335202178,1.8206043564097318,1
13,4,0.3774450477896126,0.42890875382195215,0.3932501633481811,0.0777515435512307,0.12788133145663383,1.29755852115148,1
13,5,1.4273762145649556,0.4295418628438644,0.42890875382195215,0.18509332001875628,0.0777515435512307,2.4089508398962565,1
13,6,0.16772965231626483,0.49763038398911424,0.4295418628438644,0.03471305612126249,0.18509332001875628,0.8876008944686691,1
13,7,0.22749894952056954,0.46830917116148146,0.49763038398911424,0.044046138796998945,0.03471305612126249,1.3142414688039579,1
13,8,0.46695729013667586,0.44562944218038236,0.46830917116148146,0.05891883411252788,0.044046138796998945,1.4519856919004304,1
13,9,-0.32613157593336783,0.4332864408677574,0.44562944218038236,-0.03601875126849118,0.05891883411252788,0.6998638196209462,1
13,10,0.0442456624317902,0.3571031566697701,0.4332864408677574,0.026104690301608273,-0.03601875126849118,0.9324634288737124,1
14,1,0.3518814272723687,0.8606056165913143,NA,0.028109107027440124,NA,1.3391541881973006,1
14,2,0.28552546861006445,0.8217478446493349,0.8606056165913143,0.024181576443271534,0.028109107027440124,1.143800033602186,1
14,3,0.5381197438195808,0.7815836887629368,0.8217478446493349,0.06310283790509594,0.024181576443271534,1.6181525945883912,1
14,4,0.7807942736995469,0.7602384367043006,0.7815836887629368,0.09834231407540425,0.06310283790509594,1.3876339081801161,1
14,5,0.7996025970442059,0.7562107704524171,0.7602384367043006,0.11039287298205558,0.09834231407540425,1.863757270255502,1
14,6,1.0653481051818061,0.7580321490228986,0.7562107704524171,0.1437809980991626,0.11039287298205558,2.0160323255409556,1
14,7,0.48840468995157493,0.775256944086353,0.7580321490228986,0.03812663929545371,0.1437809980991626,0.8138508838426326,1
14,8,1.225889084601895,0.7422796970558103,0.775256944086353,0.1811349744193336,0.03812663929545371,1.9156980992789163,1
14,9,-0.1332836503595239,0.7778642161683097,0.7422796970558103,-0.052219952341530866,0.1811349744193336,0.6354363162507728,1
14,10,-0.4195581679958647,0.7009949201812695,0.7778642161683097,-0.07415355111920925,-0.052219952341530866,0.8264729504484479,1
15,1,1.490512159319981,0.933339331803171,NA,0.23910442480094188,NA,NA,0
15,2,1.6350909337127078,0.976422798335918,0.933339331803171,0.2697589402098806,0.23910442480094188,2.0998523946314784,1
15,3,1.5361811291117373,1.0267416423612181,0.976422798335918,0.2555051475431187,0.2697589402098806,2.030928200322273,1
15,4,1.5715839319542098,1.067417852369556,1.0267416423612181,0.27207132563363484,0.2555051475431187,2.1088804728874697,1
15,5,2.008847603827093,1.1100596939188099,1.067417852369556,0.3557678456045412,0.27207132563363484,2.754963156630879,1
15,6,1.3589170759325635,1.1751350861231258,1.1100596939188099,0.21054305988078117,0.3557678456045412,1.7791012815967155,1
15,7,1.2681003735611296,1.1900344475913747,1.1751350861231258,0.22298855518013766,0.21054305988078117,2.195254292309079,1
15,8,2.076681859035629,1.2077127842168771,1.1900344475913747,0.3800056455659088,0.22298855518013766,3.033906319211468,1
15,9,1.9593864530754272,1.2693497178787163,1.2077127842168771,0.38844759203030826,0.3800056455659088,3.13861757572998,1
15,10,2.024340486731507,1.3268252250514596,1.2693497178787163,0.4334886524810113,0.38844759203030826,3.338047367755622,1
16,1,0.09389201374041381,1.3179751990350372,NA,-0.18523585444205887,NA,0.7218176742162591,1
16,2,0.6471671007628539,1.213077542114482,1.3179751990350372,0.029984300097590906,-0.18523585444205887,1.6639056388137343,1
16,3,0.8908352645139922,1.1711234090308704,1.213077542114482,0.11165640949410237,0.029984300097590906,1.829525384795675,1
16,4,0.11428724732408788,1.1556193894638362,1.1711234090308704,-0.10158452682671695,0.11165640949410237,1.3573095500323673,1
16,5,0.637709849554341,1.0700776737319857,1.1556193894638362,0.044000158813114046,-0.10158452682671695,1.6634845598174157,1
16,6,0.2034603397878315,1.0345450584579803,1.0700776737319857,-0.025490911951875462,0.044000158813114046,1.4748334686086542,1
16,7,1.4039155363366935,0.9736700426401055,1.0345450584579803,0.20567261313590535,-0.025490911951875462,1.965808496120188,1
16,8,1.0261304023267321,1.0009752212294007,0.9736700426401055,0.14847453117081608,0.20567261313590535,1.6612686800777283,1
16,9,0.8103049302676815,1.0055323081454566,1.0009752212294007,0.10369492030979854,0.14847453117081608,1.7332328673523985,1
16,10,0.7161143473428668,0.9933957266937509,1.0055323081454566,0.07626516336508733,0.10369492030979854,1.7682578716785404,1
17,1,-0.10958030785231831,0.8578735392919639,NA,-0.08475883316822805,NA,0.8345056738233254,1
17,2,-1.1360281856541796,0.7680111113699242,0.8578735392919639,-0.21785809110227938,-0.08475883316822805,-0.13906056550545282,1
17,3,-0.5553862951616828,0.6042302514707424,0.7680111113699242,-0.09123110268653242,-0.21785809110227938,0.05429165754179016,1
17,4,-0.3698617361339379,0.4990282399896543,0.6042302514707424,-0.03991043733022976,-0.09123110268653242,0.7370468474740917,1
17,5,0.042499533385044544,0.42189831088564334,0.4990282399896543,0.018048897091952825,-0.03991043733022976,1.2992583702839535,1
17,6,-0.3092617848693439,0.38298748867892024,0.42189831088564334,-0.015877973962384728,0.018048897091952825,0.3184739163313577,1
17,7,-1.234321837835501,0.3202330360423465,0.38298748867892024,-0.10929125479636428,-0.015877973962384728,-0.47867808845643844,1
17,8,-0.6778839105043241,0.1817255719241826,0.3202330360423465,-0.03295218025775146,-0.10929125479636428,0.35519541106172536,1
17,9,-0.41535074031565905,0.10108312010280807,0.1817255719241826,-0.002985896976452715,-0.03295218025775146,0.5596257585179499,1
17,10,0.03911055931880108,0.04694491270745825,0.10108312010280807,0.04629972487832935,-0.002985896976452715,0.8671723474204064,1
18,1,-1.529637394505731,-0.32822771045238786,NA,-0.04840517327826928,NA,-1.1681436243557703,1
18,2,-0.6909171717538256,-0.4528965836058137,-0.32822771045238786,0.00993047439075005,-0.04840517327826928,0.12275285558557855,1
18,3,-1.1712830825615852,-0.487882245790412,-0.4528965836058137,-0.012402315141752178,0.00993047439075005,-0.11901051562851589,1
18,4,-1.9812050316360892,-0.5606698144642294,-0.487882245790412,-0.04369621392813441,-0.012402315141752178,-1.003494348217425,1
18,5,-1.1119238082864442,-0.6959730805715265,-0.5606698144642294,4.2445517914687937e-4,-0.04369621392813441,0.007438347160357128,1
18,6,-0.6487645133757891,-0.7463706576159134,-0.6959730805715265,0.016066399533175294,4.2445517914687937e-4,0.23748965482701384,1
18,7,0.3250308597477645,-0.7626124965173401,-0.7463706576159134,0.05359069971702129,0.016066399533175294,1.4708682537344693,1
18,8,-0.2328328989652898,-0.6997395986002857,-0.7626124965173401,0.03700314309639376,0.05359069971702129,0.7847680134472348,1
18,9,-0.5632885750094917,-0.675539030688542,-0.6997395986002857,0.022954856560739475,0.03700314309639376,0.2947452199766263,1
18,10,0.7946699812872706,-0.6804426301995681,-0.675539030688542,0.07910336808637812,0.022954856560739475,1.906266659637704,1
19,1,0.033987450839530337,-0.2202334642877597,NA,0.04485761034568107,NA,1.2205270989092192,1
19,2,0.7875502405057369,-0.21434177871232366,-0.2202334642877597,0.09793723602414778,0.04485761034568107,1.7764472106761948,1
19,3,1.4253435480753611,-0.14542341315647467,-0.21434177871232366,0.143663967807858,0.09793723602414778,2.2552250240890848,1
19,4,1.5237551574140675,-0.03553674526893266,-0.14542341315647467,0.15292840341417455,0.143663967807858,2.4988528577004523,1
19,5,1.0521105312471086,0.06743554979658496,-0.03553674526893266,0.1261136008864884,0.15292840341417455,1.9864632975834993,1
19,6,0.04061591049164764,0.13311979851058336,0.06743554979658496,0.02557683659819559,0.1261136008864884,0.8423234171734141,1
19,7,-0.8535674004316827,0.10512039342093658,0.13311979851058336,-0.04156223474955858,0.02557683659819559,0.5601089248587741,1
19,8,-1.1408217912471874,0.013646352413404426,0.10512039342093658,-0.04842575896779211,-0.04156223474955858,-0.0015770927093455567,1
19,9,-1.4148278881604364,-0.0892387989856283,0.013646352413404426,-0.052443450616121774,-0.04842575896779211,-0.6469467693620862,1
19,10,0.06139258793224061,-0.20278675398011375,-0.0892387989856283,0.05244907511948515,-0.052443450616121774,1.0764596962513868,1
20,1,1.3883855574042285,1.660056672865096,NA,0.18707543657441303,NA,NA,0
20,2,0.9668105394291107,1.645519840139798,1.660056672865096,0.01127098475438853,0.18707543657441303,NA,0
20,3,0.9487220531814045,1.5965126790461177,1.645519840139798,-8.168879386955306e-4,0.01127098475438853,1.726832506570096,1
20,4,0.7971052096786402,1.5450451558108198,1.5965126790461177,-0.05014689415475319,-8.168879386955306e-4,1.5275225994436599,1
20,5,0.40200365587078957,1.4824285787569154,1.5450451558108198,-0.1687243495713723,-0.05014689415475319,1.2229917661644494,1
20,6,0.4793832136606245,1.3899679921043788,1.4824285787569154,-0.08768077294114834,-0.1687243495713723,1.2451169849900978,1
20,7,1.141673628645576,1.3154170449499087,1.3899679921043788,0.1272419742461834,-0.08768077294114834,1.8557538497794102,1
20,8,-0.03687787544934762,1.2994370005846347,1.3154170449499087,-0.2064096741062408,0.1272419742461834,NA,0
20,9,0.02198100060749858,1.1870687904928032,1.2994370005846347,-0.12191956818505405,-0.2064096741062408,0.7120568149118119,1
20,10,-0.10089456429574803,1.0958309621790903,1.1870687904928032,-0.11807988230033926,-0.12191956818505405,0.9626492090239335,1
21,1,2.160840700626524,0.8466807029607627,NA,0.3520021753817134,NA,2.994021327030804,1
21,2,0.7413486373305362,0.9428552428079184,0.8466807029607627,0.0675732505214741,0.3520021753817134,1.666507707059944,1
21,3,1.6961086728803978,0.9188911162393113,0.9428552428079184,0.27348420316638433,0.0675732505214741,2.4061078395369178,1
21,4,1.7165480578911156,0.976319657380007,0.9188911162393113,0.29090181078855615,0.27348420316638433,NA,0
21,5,1.5968063534658896,1.034193424732928,0.976319657380007,0.27080571022431477,0.29090181078855615,NA,0
21,6,1.8779347686312065,1.079429618228715,1.034193424732928,0.3433956236815299,0.27080571022431477,2.7248646370573564,1
21,7,1.7716488887758164,1.1439826565020415,1.079429618228715,0.3006464487776153,0.3433956236815299,2.675180741766448,1
21,8,0.85303518011232,1.188736373281955,1.1439826565020415,0.0882585821216233,0.3006464487776153,2.1611924725052036,1
21,9,0.8219859904425653,1.165349097967767,1.188736373281955,0.07368225444605851,0.0882585821216233,NA,0
21,10,1.4192540701631573,1.137952354057554,1.165349097967767,0.23769123030684258,0.07368225444605851,2.3101394126624517,1
22,1,0.17261554637547383,0.10934578300999998,NA,0.05251405233277225,NA,0.9953575177919061,1
22,2,-0.9336622974090314,0.10641616350039061,0.10934578300999998,-0.03782405499066373,0.05251405233277225,0.17856060780438443,1
22,3,-1.3797427747197306,0.018670991029833522,0.10641616350039061,-0.07373547833472056,-0.03782405499066373,-0.7973713277115735,1
22,4,-0.42523568939773354,-0.11186094626207888,0.018670991029833522,0.017707759273051942,-0.07373547833472056,0.544692861051905,1
22,5,0.17486814538719675,-0.1425226458719956,-0.11186094626207888,0.06237740922814443,0.017707759273051942,1.0180147122435401,1
22,6,1.5182976484039645,-0.12082736901700722,-0.1425226458719956,0.14758002447513835,0.06237740922814443,NA,0
22,7,2.422507253856224,-0.010598357000517082,-0.12082736901700722,0.22258725309928523,0.14758002447513835,3.3289145781783036,1
22,8,1.8450305601396284,0.1506347751978298,-0.010598357000517082,0.21013923947581545,0.22258725309928523,2.654986386034815,1
22,9,0.783460741374847,0.27351921666921297,0.1506347751978298,0.1170903798641003,0.21013923947581545,1.5478987873576102,1
22,10,0.743689978196761,0.3118456693009565,0.27351921666921297,0.11922425378458282,0.1170903798641003,1.1972004754595982,1
23,1,2.0515121536786887,0.9140413221201893,NA,0.36114116044122946,NA,3.0673388019361094,1
23,2,0.6003940953050031,1.0045963702699274,0.9140413221201893,0.05654471498214915,0.36114116044122946,1.6283730504924805,1
23,3,0.36384916117448474,0.974864986017985,1.0045963702699274,0.0010677778129654799,0.05654471498214915,1.002598490291907,1
23,4,0.5680640713725603,0.9239956144024113,0.974864986017985,0.06100278588379619,0.0010677778129654799,1.4441620521983678,1
23,5,0.7288894422087963,0.8978711519967827,0.9239956144024113,0.08576661593595117,0.06100278588379619,1.3144484557868592,1
23,6,0.9006241895250298,0.8827010822196596,0.8978711519967827,0.1151059088492855,0.08576661593595117,1.8260398828978062,1
23,7,0.6154589382255771,0.8803134116631531,0.8827010822196596,0.06727655875758634,0.1151059088492855,1.4632902296069619,1
23,8,0.583511091126781,0.8579618896379022,0.8803134116631531,0.06125397736545758,0.06727655875758634,1.4705776592231303,1
23,9,0.17534178576020928,0.8336417817745887,0.8579618896379022,0.008626101185833969,0.06125397736545758,1.1552741669487858,1
23,10,-0.5219832994606407,0.7862857073661506,0.8336417817745887,-0.1087234568889915,0.008626101185833969,0.5880184314744856,1
24,1,3.2912283667343356,1.6073373495862993,NA,0.9290115550434207,NA,NA,0
24,2,3.0055624116376416,1.735020559186645,1.6073373495862993,0.9114188398536756,0.9290115550434207,NA,0
24,3,2.075514675171888,1.8400750725135253,1.735020559186645,0.448301307187914,0.9114188398536756,2.8247203201668887,1
24,4,2.5710631688246726,1.8610463450221915,1.8400750725135253,0.6773178667732688,0.448301307187914,NA,0
24,5,0.5103514093265845,1.9148994661475913,1.8610463450221915,-0.41982544436417957,0.6773178667732688,NA,0
24,6,1.4689973995434846,1.7962689933758194,1.9148994661475913,0.1501853714657471,-0.41982544436417957,NA,0
24,7,1.58158775710117,1.7708673582343804,1.7962689933758194,0.206052923349666,0.1501853714657471,2.0687082128740046,1
24,8,1.4972683776983087,1.7558219224512113,1.7708673582343804,0.19948143824210582,0.206052923349666,NA,0
24,9,0.9331790751685163,1.7401634128238774,1.7558219224512113,-0.028024237038783997,0.19948143824210582,1.970376768255179,1
24,10,1.0942695199734713,1.6836798072252557,1.7401634128238774,0.06974910417879547,-0.028024237038783997,NA,0
25,1,1.4475430034858938,1.9475967306324826,NA,0.10957679353781642,NA,NA,0
25,2,1.9767591607292427,1.912619547337156,1.9475967306324826,0.3903170574580233,0.10957679353781642,NA,0
25,3,1.8669757626045158,1.9202375500422588,1.912619547337156,0.3760072101372448,0.3903170574580233,NA,0
