i,t,k,k_lag,inv,inv_lag,l_error,y_true,y,x,p_x,omega,eps
2,6,0.7549283133162953,0.7584095363062245,0.15636133034958893,0.09932483821692417,1.0376215713056254,1.6811106348109313,1.6811106348109313,1,0.9045496970288799,0.2349675354737521,-0.2898310342453526
2,7,0.778153267517795,0.7549283133162953,0.1161191714983983,0.15636133034958893,0.8386321697824467,1.773293225725372,1.773293225725372,1,0.8867878127202047,0.03328118130904009,0.027578323197386113
2,8,0.7814758597207853,0.778153267517795,0.09537170163916749,0.1161191714983983,0.666859997638811,1.8637402584364462,1.8637402584364462,1,0.9002310797677338,-0.0634551412420005,0.2467902983461349
2,9,0.7751101272459,0.7814758597207853,0.010329546634747841,0.09537170163916749,0.11044653269811092,1.35739127808669,1.35739127808669,1,0.9235796176541236,-0.45241662860786375,0.24514151108280152
2,10,0.7288131066059036,0.7751101272459,0.10101013399725522,0.010329546634747841,0.7815624300285149,1.8565359466850953,1.8565359466850953,1,0.9054744694988741,-0.012644988057427975,0.20269927411268773
3,1,1.1815642056686695,NA,0.38450300805196036,NA,1.9052709504118506,2.8063976385467733,2.8063976385467733,1,0.7026970418701325,0.6796493349487092,-0.08140083045237465
3,2,1.2473191118613307,1.1815642056686695,0.28299967323527414,0.38450300805196036,1.63164831102286,2.3388581950543874,NA,0,0.707100920832723,0.3129842398077635,-0.17357908526087956
3,3,1.2781377260130777,1.2473191118613307,0.4342794683035499,0.28299967323527414,2.0398839941591946,2.390290379950952,2.390290379950952,1,0.5958814698202125,0.709709624485183,-0.6220924515752249
3,4,1.346703404551397,1.2781377260130777,0.32759747010963713,0.4342794683035499,1.6520219935440783,2.675135715234218,2.675135715234218,1,0.6235194436549021,0.35206883676750667,0.04997009657191824
3,5,1.3813046989042497,1.346703404551397,0.6619616118297683,0.32759747010963713,2.69123448701165,3.4232086878490113,3.4232086878490113,1,0.4648249640935607,1.1631820768364367,-0.24513357562272986
3,6,1.4913406545538845,1.3813046989042497,0.49012419527220696,0.6619616118297683,2.1565512347164395,3.3618696513567765,NA,0,0.45993979613504166,0.6031260116177994,0.2834949346079703
3,7,1.5499044259578065,1.4913406545538845,0.1288370460708892,0.49012419527220696,1.2078919610404948,2.391692972173626,NA,0,0.6352170553177764,-0.22651984382132295,0.29170132561638523
3,8,1.5269919440026258,1.5499044259578065,-0.08119560899657068,0.1288370460708892,0.6156705434267615,1.5656362685403735,1.5656362685403735,1,0.7263093739145299,-0.6763471187498538,0.04995491780303727
3,9,1.4569613429659416,1.5269919440026258,-0.01167835155153377,-0.08119560899657068,0.7428267765223164,1.419526144498066,1.419526144498066,1,0.7823865583441105,-0.5272039064692157,-0.22170824441334044
3,10,1.402800371618403,1.4569613429659416,0.2613149781138521,-0.01167835155153377,1.5631787467370841,2.4353677465625,2.4353677465625,1,0.6850793676820587,0.14259278177914425,-0.001821044696942934
4,1,1.3164313024805203,NA,0.28495401893349764,NA,1.486012628487523,2.2529044852626665,NA,0,0.6661580251692213,0.2639341701205935,-0.22973412229179602
4,2,1.3424824231121137,1.3164313024805203,0.334549942871305,0.28495401893349764,1.762877692308954,2.791410073311347,2.791410073311347,1,0.6648077655891388,0.37383261766715403,0.1252642210039228
4,3,1.379183871125048,1.3424824231121137,0.18610852244724801,0.334549942871305,1.3261361656046045,2.0606952281316206,2.0606952281316206,1,0.7372965060229322,-0.031408597145932915,-0.13855211763090045
4,4,1.376038068557997,1.379183871125048,0.11029935259255554,0.18610852244724801,1.118543394157218,1.8767054498550593,1.8767054498550593,1,0.756355670969803,-0.22140890953620707,-0.08882096743077507
4,5,1.3536483889532227,1.376038068557997,0.33177577215863857,0.11029935259255554,1.8686046651012433,2.474857940026883,NA,0,0.6431907211475962,0.3569641276905934,-0.2033809929512147
4,6,1.388722451978825,1.3536483889532227,0.47372136123254144,0.33177577215863857,2.1395349729861155,2.8743839411091647,2.8743839411091647,1,0.576415247939773,0.6814312950947734,-0.20706006496800905
4,7,1.454644199932075,1.388722451978825,0.5508725030979721,0.47372136123254144,2.4188807352960318,3.131870398277593,NA,0,0.4680085216540207,0.786195974074497,-0.15635266280856333
4,8,1.5303262729884402,1.454644199932075,0.4866623325094875,0.5508725030979721,2.172944165973232,2.690957616489384,2.690957616489384,1,0.41995086113125984,0.5534537596903908,-0.36831336748756116
4,9,1.5841943569291783,1.5303262729884402,0.15738657091405972,0.4866623325094875,1.3812000697857134,2.192829150355774,NA,0,0.5610026759839168,-0.1771797230670577,-0.015167190384735891
4,10,1.5663175423119537,1.5841943569291783,0.18180076325739986,0.15738657091405972,1.3917936385450496,2.3664147953012913,NA,0,0.5460405916279852,-0.1203768953162532,0.1120106832901675
5,1,1.2021341615704995,NA,-0.06564347743638801,NA,0.2291498932544947,1.4131831347614168,1.4131831347614168,1,0.8588417280068272,-0.697292850098176,0.22315209310934409
5,2,1.129854517764079,1.2021341615704995,-0.30498542064932593,-0.06564347743638801,-0.7588197528041647,0.13266040755725317,0.13266040755725317,1,0.9478740949720694,-1.4853476760927253,-0.021126128224043694
5,3,0.9690579070360762,1.129854517764079,-0.018489885889956946,-0.30498542064932593,0.19063835155446282,1.206090354880054,1.206090354880054,1,0.9276421322434465,-0.5701580854879519,0.05978023513185981
5,4,0.9103521464442313,0.9690579070360762,0.11320338738270691,-0.018489885889956946,0.909971875045871,1.7646974681318526,1.7646974681318526,1,0.8813722278518944,-0.0444893780503926,-0.010054031337890864
5,5,0.9058932826644251,0.9103521464442313,0.1154717430847094,0.11320338738270691,0.8385814937201693,2.1129551691569484,2.1129551691569484,1,0.8924443933331059,-0.033285527974677286,0.34439910052249406
5,6,0.9025591779116869,0.9058932826644251,0.0216356148683925,0.1154717430847094,0.3232391394545672,1.301244734442273,1.301244734442273,1,0.923101791711404,-0.41226098156860397,0.017066463581782657
5,7,0.8604591815147503,0.9025591779116869,0.01548735435909979,0.0216356148683925,0.3872282578752559,1.5315477741940566,1.5315477741940566,1,0.9313702812277197,-0.43449347509044467,0.28627417064912464
5,8,0.8160376460912523,0.8604591815147503,-0.1665255685526446,0.01548735435909979,-0.7929444816276051,0.22107575857913098,0.22107575857913098,1,0.972194344765301,-1.2363431963356213,0.04478149897639683
5,9,0.684065814280958,0.8160376460912523,-0.012381528140044177,-0.1665255685526446,0.03919448564263732,0.690014045400231,0.690014045400231,1,0.9496272291501154,-0.562472407205225,-0.23419851451974202
5,10,0.626174759597625,0.684065814280958,0.07763050373745711,-0.012381528140044177,0.5743780824252979,1.1725280127461346,NA,0,0.9240564095417526,-0.08496171343998832,-0.2957082220172742
6,1,0.946937741954258,NA,0.021055059018266462,NA,0.4581698588423525,1.160277323658342,1.160277323658342,1,0.9131696921522818,-0.4183217118441084,-0.1758913556340007
6,2,0.9042054122546946,0.946937741954258,-0.07224745527156813,0.021055059018266462,-0.07723870443806055,0.7737282161895835,0.7737282161895835,1,0.9496430620504659,-0.7925035449123244,-0.05126428658876613
6,3,0.8216383035949621,0.9042054122546946,-0.019809163362843146,-0.07224745527156813,0.14557035427802054,1.0034232823234075,1.0034232823234075,1,0.9389126479382922,-0.5871030078141497,-0.013734593234520349
6,4,0.7611339799621571,0.8216383035949621,-0.15462201985116325,-0.019809163362843146,-0.7286568718234613,0.07121083293716315,0.07121083293716315,1,0.9721839057382536,-1.2222957421307095,-0.09355583654094532
6,5,0.6307637863780603,0.7611339799621571,0.14738280852184693,-0.15462201985116325,1.0310906060503533,2.5320799784496737,2.5320799784496737,1,0.9000865920311293,0.28434945001440826,0.5999777567605523
6,6,0.6588019621806362,0.6307637863780603,0.14938061820205012,0.14738280852184693,1.1039093207272292,2.003958148054337,NA,0,0.8977598562372459,0.2730012488589968,0.049013661523449145
6,7,0.6857360849878271,0.6588019621806362,0.1073108260379242,0.14938061820205012,0.7754202169574643,1.7518698665244934,1.7518698665244934,1,0.912394010512653,0.040545355536384386,0.07622520810513737
6,8,0.6897824230626965,0.6857360849878271,0.009440405445028893,0.1073108260379242,0.126099366112161,1.2952842019109472,1.2952842019109472,1,0.9567432658411629,-0.4526388818988523,0.23985551444347974
6,9,0.6434621236652133,0.6897824230626965,0.0201444448828769,0.009440405445028893,0.21247277584794388,0.8281463345403139,0.8281463345403139,1,0.9385624006804448,-0.39414697963967954,-0.2706247275552447
6,10,0.6032496329806183,0.6434621236652133,0.07890153953903882,0.0201444448828769,0.5403528084822348,1.6523806272940642,1.6523806272940642,1,0.9217583560778684,-0.06838404482288374,0.19041936733406836
7,1,1.7557609987194693,NA,0.35635746352443987,NA,1.8010386785403298,2.960804160616229,NA,0,0.31779983392340705,0.11569913829821186,0.25586458750632285
7,2,1.767264492918288,1.7557609987194693,0.423244972028777,0.35635746352443987,2.010466207758397,2.7183325116518566,NA,0,0.2796629883616769,0.222900608375793,-0.1437464833184171
7,3,1.7893097612979287,1.767264492918288,0.31651437516386016,0.423244972028777,1.6817078865626083,2.44400025386031,2.44400025386031,1,0.3392000761780833,0.02881782237828759,-0.17367597873904955
7,4,1.7921873991615378,1.7893097612979287,0.543871510886861,0.31651437516386016,2.1815310966707626,2.5707866676313564,NA,0,0.22963959722728325,0.4060647029637537,-0.5261154340796262
7,5,1.8319910868678737,1.7921873991615378,0.5284200505984609,0.543871510886861,2.1126302467565097,3.551525682343133,NA,0,0.19994848708113372,0.34597137549866375,0.5006344966856556
7,6,1.8660031987297565,1.8319910868678737,0.5737989675163568,0.5284200505984609,2.28273329247873,3.3676269549591296,NA,0,0.1685652566024235,0.38790166427483863,0.21697639307771507
7,7,1.904059933210587,1.8660031987297565,0.2730916713686157,0.5737989675163568,1.7072206983826712,2.375064140085453,NA,0,0.22405741663652576,-0.09319551419681699,-0.2060264386416753
7,8,1.8946966830579368,1.904059933210587,0.20695727870315891,0.2730916713686157,1.5517682542031015,2.5952780631168837,NA,0,0.25654169720529096,-0.18881088978019134,0.14744762391589908
7,9,1.8756350703850135,1.8946966830579368,0.31213030278241477,0.20695727870315891,1.765241482903516,2.8841119679377356,NA,0,0.2515198562873046,-0.02163656858946808,0.23975569067699098
7,10,1.8734690694387544,1.8756350703850135,0.2577982808274728,0.31213030278241477,1.6780545410846426,2.6844146435730747,NA,0,0.2508909097086879,-0.10404782038711632,0.14142320713613452
8,1,0.9526704807934512,NA,-0.4019459374222065,NA,-1.6455877933361278,-1.0034478079275946,-1.0034478079275946,1,0.9822365809541871,-2.0503441348463527,-0.29085545096943205
8,2,0.7232140281266624,0.9526704807934512,-0.3062381472038859,-0.4019459374222065,-1.7066538368331468,-1.2249462532837971,-1.2249462532837971,1,0.9870497595550842,-1.9858378828140264,-0.40402742279180476
8,3,0.5018391763890253,0.7232140281266624,-0.21862033970050465,-0.3062381472038859,-1.745099842392283,-0.9549240069494039,NA,0,0.990297008546482,-1.823562883152498,-0.13362857879076706
8,4,0.30051057883810894,0.5018391763890253,-0.19184281993125185,-0.21862033970050465,-2.0475922211445727,-1.0704066801166268,-1.0704066801166268,1,0.9917755484795515,-1.9204811123397785,0.04923547126538999
8,5,0.08725781299786797,0.30051057883810894,-0.09999296701607611,-0.19184281993125185,-1.5794042875119767,-0.5772539726396045,-0.5772539726396045,1,0.9901288337302883,-1.416376341691297,0.09392275745558008
8,6,-0.06547111785759484,0.08725781299786797,-0.08680272612624339,-0.09999296701607611,-1.588821899556169,-0.35582788512387653,-0.35582788512387653,1,0.9897318166181507,-1.4267596354497156,0.4345259127373893
8,7,-0.21941044415738378,-0.06547111785759484,-0.10157754547038066,-0.08680272612624339,-2.1508786651509264,-1.2357533380988104,-1.2357533380988104,1,0.9934980025340451,-1.7649881565666563,0.1129978624081997
8,8,-0.4136007353403047,-0.21941044415738378,-0.021579382547110584,-0.10157754547038066,-1.2734915636190962,-0.3352654371971495,-0.3352654371971495,1,0.9860482388153213,-0.8263349067917467,0.035288297056629746
8,9,-0.4998489389072405,-0.4136007353403047,0.03677788266607511,-0.021579382547110584,-0.19780760634785904,0.5227992880223241,0.5227992880223241,1,0.9638235816776648,0.10627318322138768,-0.19401811669442348
8,10,-0.48927769361170614,-0.4998489389072405,-2.9432312562080335e-4,0.03677788266607511,-0.9023975619523669,0.20009475584717346,0.20009475584717346,1,0.9818357509522712,-0.5048008152064375,0.22786946897227867
9,1,2.0092118569385207,NA,-0.06984539184175306,NA,1.09675032864094,2.2005854172028787,NA,0,0.1879681922046529,-0.5936587022209778,0.16844575383870408
9,2,1.9480108319226956,2.0092118569385207,0.4041267307821498,-0.06984539184175306,1.8987378255063028,2.897390149377519,2.897390149377519,1,0.15471706772544955,0.07611239962507993,0.07792260230529126
9,3,1.9555932525399113,1.9480108319226956,-0.3890993139748369,0.4041267307821498,0.5040112236193459,1.4531003085143133,1.4531003085143133,1,0.3727322296751,-1.050499725395675,0.03388251240818135
9,4,1.8446058550340443,1.9555932525399113,0.13311487345919282,-0.3890993139748369,1.3774698134987045,2.1442412773134074,NA,0,0.3225603293704695,-0.28956186727726557,-0.13291491663289903
9,5,1.8152221651298812,1.8446058550340443,-0.22231893738007888,0.13311487345919282,0.6417715903484017,1.7729194755575555,NA,0,0.4754679324714596,-0.8619390884076092,0.23584873030456768
9,6,1.7250852810012949,1.8152221651298812,0.05626220481720957,-0.22231893738007888,1.2270705472019932,2.142924270316011,NA,0,0.5093580504921144,-0.39976446123407966,0.08971492540878562
9,7,1.6842878214681711,1.7250852810012949,-0.21255370311843366,0.05626220481720957,0.5169415149909963,1.381507937632426,NA,0,0.6166259342215511,-0.8944498260389584,-0.006432014354534625
9,8,1.5905868653043775,1.6842878214681711,0.5812757532006904,-0.21255370311843366,2.3915553352398553,3.24184629449689,NA,0,0.3644615302697838,0.684674687059012,-0.03455026532315734
9,9,1.6568122148583928,1.5905868653043775,1.0985127898419926,0.5812757532006904,3.6973037541337694,4.348695219858127,NA,0,0.15574702974792135,1.5953699688996243,-0.14590405026912676
9,10,1.8048329996867483,1.6568122148583928,0.7228971967772159,1.0985127898419926,2.643474401332375,3.6770952752680186,NA,0,0.17033324360993354,0.6891798128304102,0.19583748239040977
10,1,0.9686429504737895,NA,0.27901134653172505,NA,1.7105733489224875,2.458642727493461,2.458642727493461,1,0.8096347496656006,0.559120993939857,-0.12064300156254647
10,2,1.0230478930830431,0.9686429504737895,0.10655760626856074,0.27901134653172505,0.8648702375163658,1.2937811294320656,1.2937811294320656,1,0.8757220444103339,-0.11692800701563011,-0.47839843621370765
10,3,1.0112861939839197,1.0230478930830431,-0.010877454554662689,0.10655760626856074,0.24860317672877885,1.2325563155053856,1.2325563155053856,1,0.9225147768463338,-0.5395668306212007,0.014502174992086534
10,4,0.9558192725802762,1.0112861939839197,0.00868316323150264,-0.010877454554662689,0.5028321403101538,0.9063531732244903,0.9063531732244903,1,0.9067577881687726,-0.466613497207805,-0.3966732484359288
10,5,0.9080341859443396,0.9558192725802762,0.44979392423134634,0.00868316323150264,2.5620970499536724,3.5426843895976536,3.5426843895976536,1,0.6891178656411087,1.3140921682294984,0.08054888121638298
10,6,1.0314981362256932,0.9080341859443396,0.3882088286645248,0.44979392423134634,2.121329692595636,2.770673227697526,2.770673227697526,1,0.7408416998178022,0.8838577786574755,-0.25949918483706214
10,7,1.1161937970567508,1.0314981362256932,0.3424584944371078,0.3882088286645248,1.859900774246979,2.6885915591975458,2.6885915591975458,1,0.728087774052441,0.62163392430396,-0.08635817789553561
10,8,1.176501561554874,1.1161937970567508,0.2659161856240793,0.3424584944371078,1.6041888138527978,2.3187739320492597,2.3187739320492597,1,0.7543959846849018,0.3199674947552968,-0.14558241856500842
10,9,1.2079970788762706,1.176501561554874,0.14167062957609636,0.2659161856240793,1.0960194831290955,2.1820715680097384,2.1820715680097384,1,0.7694971099419335,-0.07669503892274715,0.19396475509327682
10,10,1.2002980130919876,1.2079970788762706,0.12989274943388862,0.14167062957609636,1.0169976788210877,2.0099682738024254,NA,0,0.7725955464604586,-0.10888713113631898,0.07524726001013558
11,1,1.6524348271117426,NA,0.1519128580768566,NA,1.2136382624115767,2.216782048975743,NA,0,0.4852028574602906,-0.2089609879532999,0.026311005468507745
11,2,1.6313173149620017,1.6524348271117426,-0.03997842400673476,0.1519128580768566,0.6907408255718613,1.9143570160866232,NA,0,0.6127889866699274,-0.5782264391366314,0.21251316963548145
11,3,1.5717555689346523,1.6313173149620017,-0.013116531023182342,-0.03997842400673476,0.911278206990276,1.315570867540706,1.315570867540706,1,0.6429293623249521,-0.5272404464022179,-0.4396732257093877
11,4,1.5175907402251358,1.5717555689346523,0.44842933264139095,-0.013116531023182342,2.0758124306619377,3.313886882617605,3.313886882617605,1,0.44754437808504727,0.4831340293106166,0.35327684901700507
11,5,1.564773330016208,1.5175907402251358,0.21824335866259714,0.44842933264139095,1.3744784418793887,2.427351209554993,NA,0,0.5193138141578711,-0.04357585155989119,0.10069004172766056
11,6,1.5604062229141609,1.564773330016208,0.11841293654333555,0.21824335866259714,1.1361462375948042,2.291363015688843,NA,0,0.597689755195345,-0.2512727665808678,0.2231221787108377
11,7,1.5349578662466221,1.5604062229141609,-0.1508951647541357,0.11841293654333555,0.43947932764920733,1.4653099538189471,1.4653099538189471,1,0.7323601877332454,-0.8251259186494309,0.12806950056590113
11,8,1.4488414429955538,1.5349578662466221,-0.12028723277767098,-0.1508951647541357,0.4848012318371109,1.213621059192201,1.213621059192201,1,0.7958376169734601,-0.7824851941566877,-0.11504300311542118
11,9,1.3673618074017602,1.4488414429955538,0.09119010810018802,-0.12028723277767098,1.0402970125024202,1.8850193722676778,NA,0,0.7539770061080463,-0.26766745871664605,-0.012525836697392129
11,10,1.3402303086263636,1.3673618074017602,-0.10329492241370712,0.09119010810018802,0.3740057008273931,1.1299545745373836,1.1299545745373836,1,0.8650149805278688,-0.7704109950467484,-0.11259678661980094
12,1,2.1433226963505536,NA,0.2570532115168694,NA,1.8035953698194658,2.8153661913750163,NA,0,0.0658982477196471,-0.19856768137018185,0.1528889113359172
12,2,2.1232661333156644,2.1433226963505536,0.20687797991221227,0.2570532115168694,1.6891880795490422,2.605368341650873,NA,0,0.09084142403814974,-0.2524907116193036,0.03373514403940295
12,3,2.0976928350945436,2.1232661333156644,0.7017956407490423,0.20687797991221227,2.385288341194049,3.1226424981438234,NA,0,0.058225605303226596,0.361378927726567,-0.1841790823877337
12,4,2.1331930712065734,2.0976928350945436,0.09261660819029473,0.7017956407490423,1.5218882177448356,2.5665129549118406,NA,0,0.08228307934813595,-0.3902878079026305,0.15918796942090263
12,5,2.093382251953057,2.1331930712065734,-0.39400974110540077,0.09261660819029473,0.7440625412061699,1.6694807664050653,NA,0,0.1792229315836276,-0.9856938434512224,0.04099452524791372
12,6,1.9896100472112332,2.093382251953057,0.10889993395678406,-0.39400974110540077,1.5137545224330995,2.4029962833001233,2.4029962833001233,1,0.2120669806451219,-0.35108071179724215,0.05859905756288239
12,7,1.9538708724368197,1.9896100472112332,-0.21860299527085764,0.10889993395678406,0.9370821968850204,1.6905391654261646,1.6905391654261646,1,0.3041326633751904,-0.8098138081821633,-0.05477307647444973
12,8,1.8694219758682276,1.9538708724368197,-0.5192374899002399,-0.21860299527085764,0.03891148063864952,1.2004175066962601,1.2004175066962601,1,0.5590893945890281,-1.300730540785814,0.18477036824658485
12,9,1.7300759348037589,1.8694219758682276,-0.33241569847129376,-0.5192374899002399,0.31452393099104314,1.2966525977746792,1.2966525977746792,1,0.6692892759774524,-1.089276461390671,0.11197111860451048
12,10,1.6147462852265906,1.7300759348037589,-0.26502336616233396,-0.33241569847129376,0.3093165508338265,1.2598249067343859,1.2598249067343859,1,0.7278556163061611,-1.0272405015213568,0.09487969843036388
13,1,0.30556964944383036,NA,0.1505062953213003,NA,1.1860726339843246,1.8764715319782153,NA,0,0.9028333015109964,0.6087852838890542,-0.18342703331838486
13,2,0.36466701466932644,0.30556964944383036,0.113756335202178,0.1505062953213003,0.8720283259486808,1.7391786861352838,1.7391786861352838,1,0.9181842480499269,0.28995566899472675,0.019550441682292568
13,3,0.3932501633481811,0.36466701466932644,0.12788133145663383,0.113756335202178,0.9833628584979093,1.8206043564097318,1.8206043564097318,1,0.9235948159567092,0.3630198271917937,-0.01436315682537031
13,4,0.42890875382195215,0.3932501633481811,0.0777515435512307,0.12788133145663383,0.3774450477896126,1.29755852115148,1.29755852115148,1,0.9357579525748414,0.006333094777304676,-0.08449971085911362
13,5,0.4295418628438644,0.42890875382195215,0.18509332001875628,0.0777515435512307,1.4273762145649556,2.4089508398962565,2.4089508398962565,1,0.8956339665638066,0.7046006263552792,0.11819566663728083
13,6,0.49763038398911424,0.4295418628438644,0.03471305612126249,0.18509332001875628,0.16772965231626483,0.8876008944686691,0.8876008944686691,1,0.9449253656012266,-0.28895516853871955,-0.2053311362482444
13,7,0.46830917116148146,0.49763038398911424,0.044046138796998945,0.03471305612126249,0.22749894952056954,1.3142414688039579,1.3142414688039579,1,0.944529413033677,-0.22424477249330832,0.16517003158011523
13,8,0.44562944218038236,0.46830917116148146,0.05891883411252788,0.044046138796998945,0.46695729013667586,1.4519856919004304,1.4519856919004304,1,0.9404995872020592,-0.12267138915924261,0.16932501350607032
13,9,0.4332864408677574,0.44562944218038236,-0.03601875126849118,0.05891883411252788,-0.32613157593336783,0.6998638196209462,0.6998638196209462,1,0.9748905896111748,-0.733536486393563,0.19532611259375277
13,10,0.3571031566697701,0.4332864408677574,0.026104690301608273,-0.03601875126849118,0.0442456624317902,0.9324634288737124,0.9324634288737124,1,0.9643565817068381,-0.31734539966271447,-0.009012513618770179
14,1,0.8606056165913143,NA,0.028109107027440124,NA,0.3518814272723687,1.3391541881973006,1.3391541881973006,1,0.9199216276677176,-0.3811249318996872,0.04747890302859407
14,2,0.8217478446493349,0.8606056165913143,0.024181576443271534,0.028109107027440124,0.28552546861006445,1.143800033602186,1.143800033602186,1,0.9254125182089001,-0.3936826714513999,-0.09484587992296148
14,3,0.7815836887629368,0.8217478446493349,0.06310283790509594,0.024181576443271534,0.5381197438195808,1.6181525945883912,1.6181525945883912,1,0.9193289213545572,-0.21119054439676527,0.17461060808718454
14,4,0.7602384367043006,0.7815836887629368,0.09834231407540425,0.06310283790509594,0.7807942736995469,1.3876339081801161,1.3876339081801161,1,0.9074391475322373,-0.0401956608274006,-0.26049619142540326
14,5,0.7562107704524171,0.7602384367043006,0.11039287298205558,0.09834231407540425,0.7996025970442059,1.863757270255502,1.863757270255502,1,0.894992156091256,0.01823038287934998,0.1562588286506189
14,6,0.7580321490228986,0.7562107704524171,0.1437809980991626,0.11039287298205558,1.0653481051818061,2.0160323255409556,2.0160323255409556,1,0.8854228548817583,0.1737399727405234,0.09860022744804182
14,7,0.775256944086353,0.7580321490228986,0.03812663929545371,0.1437809980991626,0.48840468995157493,0.8138508838426326,0.8138508838426326,1,0.9283297017692974,-0.324394257852247,-0.5021156571558825
14,8,0.7422796970558103,0.775256944086353,0.1811349744193336,0.03812663929545371,1.225889084601895,1.9156980992789163,1.9156980992789163,1,0.8708396981439334,0.3622522526343062,-0.2113277582148362
14,9,0.7778642161683097,0.7422796970558103,-0.052219952341530866,0.1811349744193336,-0.1332836503595239,0.6354363162507728,0.6354363162507728,1,0.9454601239476624,-0.7398912096499706,-0.14252069534516876
14,10,0.7009949201812695,0.7778642161683097,-0.07415355111920925,-0.052219952341530866,-0.4195581679958647,0.8264729504484479,0.8264729504484479,1,0.9629611664135111,-0.8678694542222047,0.287557594142937
15,1,0.933339331803171,NA,0.23910442480094188,NA,1.490512159319981,2.382752474439621,NA,0,0.8204352897688998,0.44025032363581723,-0.008937813322411852
15,2,0.976422798335918,0.933339331803171,0.2697589402098806,0.23910442480094188,1.6350909337127078,2.0998523946314784,2.0998523946314784,1,0.7906483618551297,0.5160634132665902,-0.4267251642127959
15,3,1.0267416423612181,0.976422798335918,0.2555051475431187,0.2697589402098806,1.5361811291117373,2.030928200322273,2.030928200322273,1,0.8233395099574378,0.4151481886888376,-0.41017536384176484
15,4,1.067417852369556,1.0267416423612181,0.27207132563363484,0.2555051475431187,1.5715839319542098,2.1088804728874697,2.1088804728874697,1,0.7966806905562613,0.43564066620383635,-0.388269476365898
15,5,1.1100596939188099,1.067417852369556,0.3557678456045412,0.27207132563363484,2.008847603827093,2.754963156630879,2.754963156630879,1,0.7221424283570107,0.6723948288833039,-0.09624297876101016
15,6,1.1751350861231258,1.1100596939188099,0.21054305988078117,0.3557678456045412,1.3589170759325635,1.7791012815967155,1.7791012815967155,1,0.7818583593907003,0.1501091026775283,-0.46538579655351375
15,7,1.1900344475913747,1.1751350861231258,0.22298855518013766,0.21054305988078117,1.2681003735611296,2.195254292309079,2.195254292309079,1,0.7801466699597707,0.17835523318672974,-0.06974512890383867
15,8,1.2077127842168771,1.1900344475913747,0.3800056455659088,0.22298855518013766,2.076681859035629,3.033906319211468,3.033906319211468,1,0.6450280500911649,0.6357612593135691,0.13740973913895868
15,9,1.2693497178787163,1.2077127842168771,0.38844759203030826,0.3800056455659088,1.9593864530754272,3.13861757572998,3.13861757572998,1,0.6683280182119217,0.5915932853056466,0.2666021972941465
